Source,Comment,BoardWidth,BoardHeight,TextLabel,Type,Graphics,Xref,GraphId,GroupRef,BiopaxRef,Attribute,GroupId,Style,CenterX,CenterY,PublicationXref,openControlledVocabulary,GraphRef,Href,Key,Value
,,,,LASP1,GeneProduct,,,bb73d,,e37,,,,,,,,,,,
,,,,ARL5C,GeneProduct,,,bbddb,,,,,,,,,,,,,
,,,,MRPL45,GeneProduct,,,bc416,,dbf,,,,,,,,,,,
,,,,GPR179,GeneProduct,,,bc725,,,,,,,,,,,,,
,,,,"Transcriptional 
adapter 2-alpha",Protein,,,bcc84,,ced,,,,,,,,,,,
,,,,"C-C motif 
chemokine 3-like 1",Protein,,,bd9cc,,be6,,,,,,,,,,,
,,,,SLFN11,GeneProduct,,,bdde6,,d65,,,,,,,,,,,
,,,,EPOP,GeneProduct,,,be570,,fd9,,,,,,,,,,,
,,,,"C-C motif 
chemokine 18",Protein,,,bf819,,ea6,,,,,,,,,,,
,,,,"Receptor
tyrosine-protein 
kinase erbB-2",Protein,,,bfe9a,,bf0,,,,,,,,,,,
,,,,ARHGAP23,GeneProduct,,,c1245,,d1e,,,,,,,,,,,
,,,,"Ras-like protein
family member 10B",Protein,,,c184f,,e36,,,,,,,,,,,
,"Biological process: Inflammatory response & Chemotaxis
",,,"C-C motif 
chemokine 2",Protein,,,c1dcc,,f2d,,,,,,,,,,,
,,,,"Class I peroxisomal 
membrane protein 
import",Pathway,,,c1e95,,d1d,,,,,,,,,,,
,,,,"RAF/MAP 
kinase cascade",Pathway,,,c1ebb,,ae6,,,,,,,,,,,
,,,,"Ribonuclease 
SLFN12",Protein,,,c23d9,,e36,,,,,,,,,,,
,,,,"C-C motif 
chemokine 16 ",Protein,,,c24de,,ab9,,,,,,,,,,,
,,,,Pathway,Pathway,,,c2d14,,,,,,,,,,,,,
,,,,SLC35G3,GeneProduct,,,c305d,,,,,,,,,,,,,
,,,, SLFN14,GeneProduct,,,c3c49,,bea,,,,,,,,,,,
,,,,CISD3,GeneProduct,,,c3f33,,d9b,,,,,,,,,,,
,,,,"Ion Channel
Transport ",Pathway,,,c465b,,a5a,,,,,,,,,,,
,,,,Protein HEATR9,Protein,,,c46e2,,e36,,,,,,,,,,,
,,,,"C-C motif 
chemokine 8",Protein,,,c5eff,,aaf,,,,,,,,,,,
,,,,NRF2 pathway ,Pathway,,,c619c,,b09,,,,,,,,,,,
,,,,"Notchless protein 
homolog 1 ",Protein,,,c66c8,,e36,,,,,,,,,,,
,,,,"p53 transcriptional 
gene network",Pathway,,,c6960,,b8a,,,,,,,,,,,
,,,,"Protein phosphatase 1 
regulatory subunit 1B",Protein,,,c7144,,d46,,,,,,,,,,,
,,,,SLFN12,GeneProduct,,,c80de,,cd0,,,,,,,,,,,
,,,,MED1,GeneProduct,,,c8289,,b18,,,,,,,,,,,
,,,,"39S ribosomal 
protein L45, 
mitochondrial",Protein,,,c849a,,dfa,,,,,,,,,,,
,,,,"LIM/homeobox 
protein Lhx1 ",Protein,,,c8b1c,,db9,,,,,,,,,,,
,,,,Eotaxin,Protein,,,c93d5,,f16,,,,,,,,,,,
,,,,UNC45B,GeneProduct,,,c950f,,f5f,,,,,,,,,,,
,,,,CCL11 ,GeneProduct,,,c959f,,b25,,,,,,,,,,,
,,,,"F-box/LRR-
repeat protein 20",Protein,,,c9aaa,,e36,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3C",Protein,,,c9ce2,,a21,,,,,,,,,,,
,,,,CCT6B,GeneProduct,,,ca4fc,,d88,,,,,,,,,,,
,,,,GRB7,GeneProduct,,,caecf,,,,,,,,,,,,,
,Cation channel with high affinity for sodium,,,"Acid-sensing 
ion channel 2",Protein,,,caf6e,,cc0,,,,,,,,,,,
,,,,AP2B1,GeneProduct,,,cb525,,e63,,,,,,,,,,,
,,,,"DNA repair protein 
RAD51 homolog 4",Protein,,,cb578,,a43,,,,,,,,,,,
,,,,RASL10B,GeneProduct,,,cb6d6,,cc6,,,,,,,,,,,
,,,,"Degradation of 
beta-catenin 
by the destruction 
complex ",Pathway,,,cbe31,,a88,,,,,,,,,,,
,,,,"Zinc finger protein 
Aiolos ",Protein,,,cc018,,e3a,,,,,,,,,,,
,,,,CDK12,GeneProduct,,,cc090,,cf1,,,,,,,,,,,
,,,,PLXDC1,GeneProduct,,,cc221,,a41,,,,,,,,,,,
,,,,"Schlafen family 
member 5",Protein,,,cc254,,bb7,,,,,,,,,,,
,,,,HEATR9,GeneProduct,,,cc41e,,bbd,,,,,,,,,,,
,,,,"TATA-binding 
protein-associated 
factor 2N",Protein,,,cc8c2,,e85,,,,,,,,,,,
,,,,"Mitochondrial 
iron-sulfur 
cluster biogenesis ",Pathway,,,cce5b,,a2b,,,,,,,,,,,
,,,,"SRC kinase 
signaling inhibitor 1",Protein,,,cd6a0,,e36,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3",Protein,,,cdfb4,,f31,,,,,,,,,,,
,,,,CCL7,GeneProduct,,,ce321,,b3e,,,,,,,,,,,
,,,,STAC2,GeneProduct,,,ce56a,,,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,cf13d,,fe1,,,,,,,,,,,
,,,,TCAP,GeneProduct,,,cf451,,eea,,,,,,,,,,,
,,,,"Transmembrane 
protein 132E",Protein,,,d0205,,a21,,,,,,,,,,,
,,,,"Unconventional 
myosin-XIX",Protein,,,d1023,,e36,,,,,,,,,,,
,,,,"Elongin BC and Polycomb 
repressive 
complex 2-associated 
protein",Protein,,,d134a,,a21,,,,,,,,,,,
,,,,"Interactome of 
polycomb repressive 
complex 2 (PRC2)",Pathway,,,d2552,,b40,,,,,,,,,,,
,,,,"Peroxisomal 
protein import ",Pathway,,,d2e45,,e40,,,,,,,,,,,
,,,,"Factors and pathways 
affecting insulin-like 
growth factor (IGF1)-Akt 
signaling",Pathway,,,d317c,,bda,,,,,,,,,,,
,,,,"rRNA modification 
in the mitochondrion",Pathway,,,d3ee6,,e7c,,,,,,,,,,,
,,,,"C-C motif 
chemokine 14",Protein,,,d49c8,,cc8,,,,,,,,,,,
,,,,C17orf50,GeneProduct,,,d559a,,,,,,,,,,,,,
,,,,NEUROD2,GeneProduct,,,d5cd7,,aae,,,,,,,,,,,
,,,,"60S ribosomal 
protein L23",Protein,,,d6019,,ea3,,,,,,,,,,,
,,,,"Neurogenic 
differentiation factor 2",Protein,,,d6b32,,eed,,,,,,,,,,,
,,,,CCL1,GeneProduct,,,d7098,,afa,,,,,,,,,,,
,,,,RDM1,GeneProduct,,,d7373,,eda,,,,,,,,,,,
,,,,"AP-2 complex 
subunit beta",Protein,,,d7782,,dd8,,,,,,,,,,,
,,,,"Probable 
ATP-dependent
RNA helicase DDX52",Protein,,,d7869,,e36,,,,,,,,,,,
,,,,"Solute carrier family 
35 member G3",Protein,,,d79ac,,cfc,,,,,,,,,,,
,,,,PCGF2,GeneProduct,,,d800d,,f76,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3K",Protein,,,d8d51,,a21,,,,,,,,,,,
,,,,PNMT,GeneProduct,,,d928d,,de0,,,,,,,,,,,
,,,,Synergin gamma,Protein,,,d97ab,,d3b,,,,,,,,,,,
,,,,"Dehydrogenase/
reductase 
SDR family member 11",Protein,,,d9a5b,,d76,,,,,,,,,,,
,,,,PEX12,GeneProduct,,,d9f24,,d75,,,,,,,,,,,
,,,,"Hepatocyte nuclear
factor 1-beta",Protein,,,db2bf,,cd3,,,,,,,,,,,
,,,,Protein,Protein,,,db586,,,,,,,,,,,,,
,,,,"Phenylethanolamine 
N-methyltransferase ",Protein,,,dbb5a,,de0,,,,,,,,,,,
,,,,"Cyclin-dependent 
kinase 12 ",Protein,,,dbc48,,d90,,,,,,,,,,,
,,,,DNA ligase 3 ,Protein,,,dbf5d,,a10,,,,,,,,,,,
,,,,"C-C motif 
chemokine 4",Protein,,,dbf92,,dee,,,,,,,,,,,
,,,,DUSP14,GeneProduct,,,dc10e,,af4,,,,,,,,,,,
,,,,"Phosphatidylinositol-glycan 
biosynthesis class W protein",Protein,,,dd7ff,,d2d,,,,,,,,,,,
,,,,"EGFR tyrosine 
kinase inhibitor 
resistance",Pathway,,,ddaa9,,f69,,,,,,,,,,,
,,,,"Mitochondrial 
protein import",Pathway,,,ddb81,,afd,,,,,,,,,,,
,,,,TADA2A,GeneProduct,,,ddd6e,,ced,,,,,,,,,,,
,,,,CCL16,GeneProduct,,,de460,,db0,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3L",Protein,,,de749,,a21,,,,,,,,,,,
,,,,"Putative 
ADP-ribosylation 
factor-like protein 5C",Protein,,,dec9f,,a21,,,,,,,,,,,
,,,,CCL3L1,GeneProduct,,,df4bf,,cde,,,,,,,,,,,
,,,,LHX1,GeneProduct,,,dfb31,,db9,,,,,,,,,,,
,,,,TBC1D3B,GeneProduct,,,dfb51,,adf,,,,,,,,,,,
,,,,"G-protein beta
gamma signaling",Pathway,,,e034b,,b5e,,,,,,,,,,,
,,,,"Rho GTPase-activating 
protein 23",Protein,,,e05ec,,a21,,,,,,,,,,,
,,,,FNDC8,GeneProduct,,,e09ea,,bbd,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,e3eda,,a96,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3G ",Protein,,,e431f,,e36,,,,,,,,,,,
,,,,"Dual specificity 
protein 
phosphatase 14",Protein,,,e4871,,af4,,,,,,,,,,,
,,,,TBC1D3K,GeneProduct,,,e4d71,,,,,,,,,,,,,
,,,,"Peroxisome assembly 
protein 12",Protein,,,e4ee8,,d75,,,,,,,,,,,
,,,,Protein AATF ,Protein,,,e513c,,cae,,,,,,,,,,,
,,,,MRM1,GeneProduct,,,e56c4,,eac,,,,,,,,,,,
,,,,RPL23,GeneProduct,,,e6178,,ea3,,,,,,,,,,,
,Type your comment here,,,TMEM132E-DT,Protein,,,e6482,,e36,,,,,,,,,,,
,,,,CCL13,GeneProduct,,,e7162,,db0,,,,,,,,,,,
,,,,FBXL20,GeneProduct,,,e7b31,,dd5,,,,,,,,,,,
,,,,TBC1D3,GeneProduct,,,e818c,,adf,,,,,,,,,,,
,,,,"C-C motif 
chemokine 15",Protein,,,e855f,,dc2,,,,,,,,,,,
,,,,TBC1D3I,GeneProduct,,,e8a59,,,,,,,,,,,,,
,,,,"SH3 and cysteine-rich 
domain-containing protein 2 ",Protein,,,e8cdb,,e36,,,,,,,,,,,
,,,,CCL15,GeneProduct,,,e915c,,db0,,,,,,,,,,,
,,,,"Presynaptic 
depolarization
and calcium
channel opening",Pathway,,,ea256,,d3f,,,,,,,,,,,
,,,,"Suppressor of cytokine 
signaling 7 ",Protein,,,ea37f,,f07,,,,,,,,,,,
,,,,PPP1R1B,GeneProduct,,,ea458,,d46,,,,,,,,,,,
,,,,"C-C motif 
chemokine 3",Protein,,,eb4e5,,cc3,,,,,,,,,,,
,,,,ZNF830,GeneProduct,,,ebb7b,,f71,,,,,,,,,,,
,,,,GAS2-like protein 2,Protein,,,ebc79,,a18,,,,,,,,,,,
,,,,LYZL6,GeneProduct,,,ecae8,,bdb,,,,,,,,,,,
,,,,CCL8,GeneProduct,,,ed832,,aaf,,,,,,,,,,,
,,,,"DNA Repair 
Pathways",Pathway,,,edc8d,,e98,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3B",Protein,,,edf48,,e36,,,,,,,,,,,
,,,,ERBB2,GeneProduct,,,ee42c,,,,,,,,,,,,,
,,,,"Nuclear 
receptors",Pathway,,,ee776,,e41,,,,,,,,,,,
,,,,"Schlafen family
member 13",Protein,,,eeb30,,e36,,,,,,,,,,,
,,,,"Matrix 
metalloproteinase-28",Protein,,,eee4f,,fc6,,,,,,,,,,,
,,,,DNA Replication,Pathway,,,ef819,,b91,,,,,,,,,,,
,,,,"Post-GPI attachment 
to proteins factor 3 ",Protein,,,efaa7,,ce1,,,,,,,,,,,
,,,,Protein SLFN14,Protein,,,f06c4,,e38,,,,,,,,,,,
,Chromosomal Location 17q11.2-q12,,,ASIC2 ,GeneProduct,,,f06fd,,cb9,,,,,,,,,,,
,,,,AATF,GeneProduct,,,f17f3,,f5b,,,,,,,,,,,
,,,,"Fibronectin type III 
domain-containing 
protein 8",Protein,,,f1bc1,,e36,,,,,,,,,,,
,,,,Gene,GeneProduct,,,f1f20,,,,,,,,,,,,,
,,,,ZNHIT3,GeneProduct,,,f316a,,c53,,,,,,,,,,,
,,,,"Tyrosine-protein 
kinase Tec ",Protein,,,f3337,,f44,,,,,,,,,,,
,,,,SRCIN1,GeneProduct,,,f4040,,af1,,,,,,,,,,,
,,,,MLLT6,GeneProduct,,,f44ab,,a1b,,,,,,,,,,,
,,,,"C-C motif 
chemokine 4-like ",Protein,,,f46ad,,c47,,,,,,,,,,,
,,,,"rRNA 
methyltransferase
1, mitochondrial ",Protein,,,f47b9,,e36,,,,,,,,,,,
,,,,"Acetyl-CoA 
carboxylase 1 ",Protein,,,f496a,,c9b,,,,,,,,,,,
,,,,SLFN5,GeneProduct,,,f4ad9,,da3,,,,,,,,,,,
,,,,FBXO47,GeneProduct,,,f4b35,,e53,,,,,,,,,,,
,,,,CCL4L2,GeneProduct,,,f4e80,,eab,,,,,,,,,,,
,,,,"Mediator of RNA polymerase II 
transcription subunit 1 ",Protein,,,f507b,,a11,,,,,,,,,,,
,,,,SYNRG,GeneProduct,,,f52ff,,d3b,,,,,,,,,,,
,,,,"G protein 
signaling 
pathways",Pathway,,,f5d16,,d21,,,,,,,,,,,
,,,,TBC1D3L,GeneProduct,,,f60c8,,,,,,,,,,,,,
,,,,CCL3,GeneProduct,,,f677a,,,,,,,,,,,,,
,,,,"C-C motif 
chemokine 5 ",Protein,,,f69d2,,b13,,,,,,,,,,,
,,,,C17orf98,GeneProduct,,,f7160,,a21,,,,,,,,,,,
,,,,"F-box only 
protein 47",Protein,,,f7f9c,,e53,,,,,,,,,,,
,,,,"Uncharacterized 
protein C17orf98",Protein,,,f818c,,a21,,,,,,,,,,,
,,,,"Probable G-protein 
coupled receptor 179",Protein,,,f8220,,a21,,,,,,,,,,,
,,,,"TBC1 domain 
family member 3I",Protein,,,f84de,,a21,,,,,,,,,,,
,,,,SLFN13,GeneProduct,,,f870c,,b45,,,,,,,,,,,
,,,,TBC1D3G,GeneProduct,,,f8809,,adf,,,,,,,,,,,
,,,,"LIM and SH3 
domain protein 1 ",Protein,,,f8c73,,dfb,,,,,,,,,,,
,,,,TMEM132E-DT,GeneProduct,,,f995d,,,,,,,,,,,,,
,,,,"Brain-derived 
neurotrophic 
factor (BDNF) 
signaling 
pathway",Pathway,,,f9b99,,,,,,,,,,,,,
,,,,CCL14,GeneProduct,,,fba25,,db0,,,,,,,,,,,
,,,,"E3 ubiquitin-protein 
ligase rififylin",Protein,,,fcf2d,,e36,,,,,,,,,,,
,,,,CWC25,GeneProduct,,,fd97c,,f87,,,,,,,,,,,
,,,,TMEM132E,GeneProduct,,,fe037,,f74,,,,,,,,,,,
,,,,RAD51D ,GeneProduct,,,fe120,,de3,,,,,,,,,,,
,,,,"Familial
Hyperlipidemia
type 1",Pathway,,,fe974,,ace,,,,,,,,,,,
,,,,"RAD52 
motif-containing 
protein 1",Protein,,,fe9ef,,eda,,,,,,,,,,,
,,,,"Lysozyme-like 
protein 6 ",Protein,,,feae7,,bdb,,,,,,,,,,,
,,,,"Phosphatidylinositol 
5-phosphate 4-kinase 
type-2 beta",Protein,,,ffda7,,a14,,,,,,,,,,,
,"Also known as: HUAT, LGALS9A",,,TLK2P1 ,GeneProduct,,,a1581,,,,,,,,,,,,,
,,,,CCL2,GeneProduct,,,ac600,,a68,,,,,,,,,,,
,,,,"Chemokine 
Signaling 
Pathway",Pathway,,,ffe5a,,d16,,,,,,,,,,,
,,,,"Chemokine 
Signaling 
Pathway",Pathway,,,bc8f2,,d16,,,,,,,,,,,
,,,,"Chemokine 
Signaling 
Pathway",Pathway,,,df5c3,,d16,,,,,,,,,,,
,,,,"Chemokine 
Signaling 
Pathway",Pathway,,,a116e,,d16,,,,,,,,,,,
,,,,"Chemokine 
Signaling 
Pathway",Pathway,,,b1f66,,d16,,,,,,,,,,,
,,,,"Chemokine 
Signaling 
Pathway",Pathway,,,e64e5,,d16,,,,,,,,,,,
,,,,"E3 ubiquitin 
ligases ubiquitinate 
target proteins",Pathway,,,f4041,,c4b,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,a50bf,,fe1,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,f719c,,a96,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,d51a8,,fe1,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,d2943,,a96,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,ccbbb,,fe1,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,e5553,,fe1,,,,,,,,,,,
,,,,"Familial
Hyperlipidemia
type 1",Pathway,,,f3210,,ace,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,e6ed1,,fe1,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,e15c1,,a96,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,ecef3,,a96,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,c2531,,fe1,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,b53b7,,fe1,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,b03ac,,a96,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,ae68a,,fe1,,,,,,,,,,,
,,,,"G protein 
signaling 
pathways",Pathway,,,b8f0c,,d21,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,d5d2e,,fe1,,,,,,,,,,,
,,,,"Familial
Hyperlipidemia
type 1",Pathway,,,c8b7e,,ace,,,,,,,,,,,
,,,,"G protein 
signaling 
pathways",Pathway,,,ac0ca,,d21,,,,,,,,,,,
,,,,"Costimulation 
by the 
CD28 family",Pathway,,,f4a92,,a96,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,a77e7,,fe1,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,f10bd,,fe1,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,b6cc7,,fe1,,,,,,,,,,,
,,,,"Brain-derived 
neurotrophic factor 
(BDNF) signaling pathway",Pathway,,,ce736,,,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,f84bf,,fe1,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,c2b34,,fe1,,,,,,,,,,,
,,,,"Familial
Hyperlipidemia
type 1",Pathway,,,b3d04,,ace,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,d8891,,fe1,,,,,,,,,,,
,,,,"Familial
Hyperlipidemia
type 1",Pathway,,,b0f4f,,ace,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,f5adf,,fe1,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,f0a17,,fe1,,,,,,,,,,,
,,,,"RNA Polymerase II 
Transcription",Pathway,,,fc825,,ed9,,,,,,,,,,,
,,,,"RAF/MAP 
kinase cascade",Pathway,,,ac65d,,ae6,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,a2371,,fe1,,,,,,,,,,,
,,,,"Brain-derived 
neurotrophic factor 
(BDNF) signaling pathway",Pathway,,,ca960,,,,,,,,,,,,,
,,,,"RAF/MAP 
kinase cascade",Pathway,,,a2e31,,ae6,,,,,,,,,,,
,,,,"Familial
Hyperlipidemia
type 1",Pathway,,,ad1fe,,ace,,,,,,,,,,,
,Interact with molecular chaperones to attain their native conformation.,,,"Protein 
Folding",Pathway,,,da0aa,,fe1,,,,,,,,,,,
,,,,,,,,id16ff0c96,,,,,,,,,,,,,
,,,,,,,,id1eb80614,,,,,,,,,,,,,
,,,,,,,,id274fd3f,,,,,,,,,,,,,
,,,,,,,,id290931f9,,,,,,,,,,,,,
,,,,,,,,id2df0fa04,,,,,,,,,,,,,
,,,,,,,,id392d5678,,,,,,,,,,,,,
,,,,,,,,id3b48062d,,,,,,,,,,,,,
,,,,,,,,id43a3f849,,,,,,,,,,,,,
,,,,,,,,id528271a0,,,,,,,,,,,,,
,,,,,,,,id5ab0b6c3,,,,,,,,,,,,,
,,,,,,,,id6bca3427,,,,,,,,,,,,,
,,,,,,,,id6f75c9cd,,,,,,,,,,,,,
,,,,,,,,id842610bb,,,,,,,,,,,,,
,,,,,,,,id86427329,,,,,,,,,,,,,
,,,,,,,,id8f401060,,,,,,,,,,,,,
,,,,,,,,idb545537a,,,,,,,,,,,,,
,,,,,,,,idb7e5c138,,,,,,,,,,,,,
,,,,,,,,idd1a5730d,,,,,,,,,,,,,
,,,,,,,,idd5c1c135,,,,,,,,,,,,,
,,,,,,,,idd6e9426b,,,,,,,,,,,,,
,,,,,,,,idd7f1e337,,,,,,,,,,,,,
,,,,,,,,iddd4f0d88,,,,,,,,,,,,,
,,,,,,,,ide85740e9,,,,,,,,,,,,,
,,,,,,,,ide9e10081,,,,,,,,,,,,,
,,,,,,,,ideb39523,,,,,,,,,,,,,
,,,,,,,,idfc007384,,,,,,,,,,,,,
,,,,,,,,ae68e,,,,,,,,,,,,,
,,,,,,,,a0234,,,,,,,,,,,,,
,,,,,,,,d18bf,,,,,,,,,,,,,
,,,,,,,,a2ec8,,,,,,,,,,,,,
,,,,,,,,d3934,,,,,,,,,,,,,
,,,,,,,,bf826,,,,,,,,,,,,,
,,,,,,,,ef638,,,,,,,,,,,,,
,,,,,,,,a6c3e,,,,,,,,,,,,,
,,,,,,,,f477e,,,,,,,,,,,,,
,,,,,,,,eba14,,,,,,,,,,,,,
,,,,,,,,ad776,,,,,,,,,,,,,
,,,,,,,,e10d6,,,,,,,,,,,,,
,,,,,,,,bed2f,,,,,,,,,,,,,
,,,,,,,,e40e6,,,,,,,,,,,,,
,,,,,,,,dc128,,,,,,,,,,,,,
,,,,,,,,ef991,,,,,,,,,,,,,
,,,,,,,,ccaac,,,,,,,,,,,,,
,,,,,,,,a53c6,,,,,,,,,,,,,
,,,,,,,,a6cee,,,,,,,,,,,,,
,,,,,,,,bb48d,,,,,,,,,,,,,
,,,,,,,,db7eb,,,,,,,,,,,,,
,,,,,,,,f6c02,,,,,,,,,,,,,
,,,,,,,,a2a43,,,,,,,,,,,,,
,,,,,,,,e35ff,,,,,,,,,,,,,
,,,,,,,,e54e2,,,,,,,,,,,,,
,,,,,,,,dd7bd,,,,,,,,,,,,,
,,,,,,,,bc32b,,,,,,,,,,,,,
,,,,,,,,b60b7,,,,,,,,,,,,,
,,,,,,,,b7c65,,,,,,,,,,,,,
,,,,,,,,a7cf7,,,,,,,,,,,,,
,,,,,,,,c734e,,,,,,,,,,,,,
,,,,,,,,c21aa,,,,,,,,,,,,,
,,,,,,,,a9551,,,,,,,,,,,,,
,,,,,,,,e6af7,,,,,,,,,,,,,
,,,,,,,,c8e31,,,,,,,,,,,,,
,,,,,,,,bb389,,,,,,,,,,,,,
,,,,,,,,df3fc,,,,,,,,,,,,,
,,,,,,,,a12f1,,,,,,,,,,,,,
,,,,,,,,ff682,,,,,,,,,,,,,
,,,,,,,,fa88e,,,,,,,,,,,,,
,,,,,,,,b314d,,,,,,,,,,,,,
,,,,,,,,ae7b9,,,,,,,,,,,,,
,,,,,,,,c829b,,,,,,,,,,,,,
,,,,,,,,cb3ab,,,,,,,,,,,,,
,,,,,,,,c757a,,,,,,,,,,,,,
,,,,,,,,bc29d,,,,,,,,,,,,,
,,,,,,,,e1d6a,,,,,,,,,,,,,
,,,,,,,,d90d5,,,,,,,,,,,,,
,,,,,,,,a4a34,,,,,,,,,,,,,
,,,,,,,,dd8f4,,,,,,,,,,,,,
,,,,,,,,e91a6,,,,,,,,,,,,,
,,,,,,,,a44c5,,,,,,,,,,,,,
,,,,,,,,ae30f,,,,,,,,,,,,,
,,,,,,,,e4d88,,,,,,,,,,,,,
,,,,,,,,fa775,,,,,,,,,,,,,
,,,,,,,,c5116,,,,,,,,,,,,,
,,,,,,,,c40c4,,,,,,,,,,,,,
,,,,,,,,bb321,,,,,,,,,,,,,
,,,,,,,,a7e8e,,,,,,,,,,,,,
,,,,,,,,edfb9,,,,,,,,,,,,,
,,,,,,,,f51f1,,,,,,,,,,,,,
,,,,,,,,f17af,,,,,,,,,,,,,
,,,,,,,,cbd11,,,,,,,,,,,,,
,,,,,,,,d31bd,,,,,,,,,,,,,
,,,,,,,,d68a6,,,,,,,,,,,,,
,,,,,,,,f30d9,,,,,,,,,,,,,
,,,,,,,,b7f75,,,,,,,,,,,,,
,,,,,,,,d2e82,,,,,,,,,,,,,
,,,,,,,,c359b,,,,,,,,,,,,,
,,,,,,,,a4287,,,,,,,,,,,,,
,,,,,,,,e80fc,,,,,,,,,,,,,
,,,,,,,,e1ae9,,,,,,,,,,,,,
,,,,,,,,c5d31,,,,,,,,,,,,,
,,,,,,,,ff4bc,,,,,,,,,,,,,
,,,,,,,,d3efd,,,,,,,,,,,,,
,,,,,,,,ed54b,,,,,,,,,,,,,
,,,,,,,,d766c,,,,,,,,,,,,,
,,,,,,,,f370f,,,,,,,,,,,,,
,,,,,,,,acea1,,,,,,,,,,,,,
,,,,,,,,f2c8d,,,,,,,,,,,,,
,,,,,,,,c9619,,,,,,,,,,,,,
,,,,,,,,cfb49,,,,,,,,,,,,,
,,,,,,,,acc81,,,,,,,,,,,,,
,,,,,,,,cf6bd,,,,,,,,,,,,,
,,,,,,,,f0114,,,,,,,,,,,,,
,,,,,,,,a22a4,,,,,,,,,,,,,
,,,,,,,,a0392,,,,,,,,,,,,,
,,,,,,,,bd3e8,,,,,,,,,,,,,
,,,,,,,,f35ec,,,,,,,,,,,,,
,,,,,,,,c29d9,,,,,,,,,,,,,
,,,,,,,,a65a3,,,,,,,,,,,,,
,,,,,,,,e3598,,,,,,,,,,,,,
,,,,,,,,a3dac,,,,,,,,,,,,,
,,,,,,,,a98c7,,,,,,,,,,,,,
,,,,,,,,c1091,,,,,,,,,,,,,
,,,,,,,,d776e,,,,,,,,,,,,,
,,,,,,,,e5b1a,,,,,,,,,,,,,
,,,,,,,,fcb0a,,,,,,,,,,,,,
,,,,,,,,ad713,,,,,,,,,,,,,
,,,,,,,,c277a,,,,,,,,,,,,,
,,,,,,,,d3c1f,,,,,,,,,,,,,
,,,,,,,,cf6d3,,,,,,,,,,,,,
,,,,,,,,b1ceb,,,,,,,,,,,,,
,,,,,,,,bc7f8,,,,,,,,,,,,,
,,,,,,,,ee532,,,,,,,,,,,,,
,,,,,,,,e6f51,,,,,,,,,,,,,
,,,,,,,,deeab,,,,,,,,,,,,,
,,,,,,,,edf89,,,,,,,,,,,,,
,,,,,,,,c43e2,,,,,,,,,,,,,
,,,,,,,,f58b3,,,,,,,,,,,,,
,,,,,,,,f12dd,,,,,,,,,,,,,
,,,,,,,,be249,,,,,,,,,,,,,
